Category,Year,Units sold,Avg Price USD,Dollar Sales UD,YOY % Change
Facial Moisturizer,2000,4492987,24.54,110257901,-7.58
Facial Moisturizer,2000,498345,16.56,8252593.2,-6.55
Facial Moisturizer,2000,3937857,21.4,84270139.8,-44.37
Facial Moisturizer,2000,1504908,33.8,50865890.4,24.42
Facial Moisturizer,2000,4999499,15,74992485,36.86
Facial Moisturizer,2000,4085493,20.27,82812943.11,30.21
Facial Moisturizer,2000,4898287,24.46,119812100,-17.73
Facial Moisturizer,2000,1905567,23.47,44723657.49,49.3
Facial Moisturizer,2000,4504051,24.38,109808763.4,46.93
Facial Moisturizer,2000,908158,27.03,24547510.74,19.57
Facial Moisturizer,2000,2648260,29.39,77832361.4,-11.58
Facial Moisturizer,2000,3368230,6.59,22196635.7,-21.9
Facial Moisturizer,2000,2535195,8.74,22157604.3,-16.43
Facial Moisturizer,2000,2717867,27.64,75121843.88,-11.17
Facial Moisturizer,2000,3825803,25.43,97290170.29,-42.23
Facial Moisturizer,2000,841267,39.52,33246871.84,19.82
Facial Moisturizer,2000,4087776,14.79,60458207.04,-8.88
Facial Moisturizer,2000,4935211,14.48,71461855.28,-36.68
Facial Moisturizer,2000,172402,33.79,5825463.58,44.98
Facial Moisturizer,2000,4817999,25.34,122088094.7,41.92
Facial Moisturizer,2000,3130201,37.65,117852067.7,36.61
Facial Moisturizer,2000,1324732,10.77,14267363.64,-8.87
Facial Moisturizer,2000,1160389,33.37,38722180.93,48.73
Facial Moisturizer,2000,162816,18.19,2961623.04,24.96
Facial Moisturizer,2000,1816616,38.95,70757193.2,34.21
Facial Moisturizer,2000,1931548,7.22,13945776.56,-46.32
Facial Moisturizer,2000,4515150,14.57,65785735.5,-44.36
Facial Moisturizer,2000,1373483,33.45,45943006.35,49.97
Facial Moisturizer,2000,2382517,36.96,88057828.32,8.51
Facial Moisturizer,2000,213273,18.22,3885834.06,-25.89
Facial Moisturizer,2000,1137341,13.8,15695305.8,-22.53
Facial Moisturizer,2000,893523,13,11615799,17.17
Facial Moisturizer,2000,4090479,6.64,27160780.56,-23.13
Facial Moisturizer,2000,3058038,28.51,87184663.38,2.03
Facial Moisturizer,2000,3632069,34.1,123853552.9,-19.22
Facial Moisturizer,2000,4884357,38.88,189903800.2,-41.16
Facial Moisturizer,2000,3495498,19.12,66833921.76,-36.6
Facial Moisturizer,2000,2686694,31.43,84442792.42,12.03
Facial Moisturizer,2000,4150673,33.18,137719330.1,40.32
Facial Moisturizer,2000,377359,5.51,2079248.09,-14.94
Facial Moisturizer,2000,367537,27.28,10026409.36,5.48
Facial Moisturizer,2000,2623619,24.16,63386635.04,-4.91
Facial Moisturizer,2000,1403038,18.88,26489357.44,12.21
Facial Moisturizer,2000,4497794,29.42,132325099.5,29.65
Facial Moisturizer,2000,1606617,37.43,60135674.31,-0.79
Facial Moisturizer,2000,1904971,7.32,13944387.72,-45.41
Facial Moisturizer,2000,1899396,17.16,32593635.36,-29.09
Facial Moisturizer,2000,711614,9.51,6767449.14,-37.2
Facial Moisturizer,2000,716997,29.42,21094051.74,-31.99
Facial Moisturizer,2000,1355794,35.6,48266266.4,1.52
Facial Moisturizer,2000,2000367,11.03,22064048.01,-30.77
Facial Moisturizer,2000,4200276,17.08,71740714.08,-15.24
Facial Moisturizer,2000,2432357,8.1,19702091.7,-37.94
Facial Moisturizer,2000,2295131,12.22,28046500.82,-13.57
Facial Moisturizer,2000,141865,29.16,4136783.4,-46.07
Facial Moisturizer,2000,2550856,21.84,55710695.04,18.78
Facial Moisturizer,2000,2333869,10.49,24482285.81,-12.27
Facial Moisturizer,2000,2806944,14.69,41234007.36,30.62
Facial Moisturizer,2000,964032,25.9,24968428.8,48.63
Facial Moisturizer,2000,967559,21.96,21247595.64,11.83
Facial Moisturizer,2000,117661,21.19,2493236.59,24.75
Facial Moisturizer,2000,2128007,9.66,20556547.62,18.72
Facial Moisturizer,2000,3016422,22.91,69106228.02,3.21
Facial Moisturizer,2000,168033,20.66,3471561.78,3.26
Facial Moisturizer,2000,1265502,8.67,10971902.34,23.74
Facial Moisturizer,2000,2812779,5.7,16032840.3,-17.79
Facial Moisturizer,2000,2242614,8.12,18210025.68,3.53
Facial Moisturizer,2000,3462504,36.17,125238769.7,9.36
Facial Moisturizer,2000,517010,27.71,14326347.1,-2.04
Facial Moisturizer,2000,973875,23.8,23178225,8.68
Facial Moisturizer,2000,2618103,20.11,52650051.33,-37.24
Facial Moisturizer,2000,2510072,16.81,42194310.32,39.96
Facial Moisturizer,2000,622735,24.98,15555920.3,-14.39
Facial Moisturizer,2000,853692,16.56,14137139.52,43.37
Facial Moisturizer,2000,994789,12.89,12822830.21,-13.46
Facial Moisturizer,2000,2305363,34.78,80180525.14,-41.21
Facial Moisturizer,2000,4198887,36.39,152797497.9,-41.98
Facial Moisturizer,2000,4662338,5.64,26295586.32,19.7
Facial Moisturizer,2000,3102766,36.38,112878627.1,7.6
Facial Moisturizer,2000,1221459,5.19,6339372.21,47.51
Facial Moisturizer,2000,2259373,10.98,24807915.54,16.86
Facial Moisturizer,2000,575134,23.73,13647929.82,-2.34
Facial Moisturizer,2000,3021820,31.93,96486712.6,-31.3
Facial Moisturizer,2000,114323,19.89,2273884.47,0.76
Facial Moisturizer,2000,1004480,23.54,23645459.2,20.72
Facial Moisturizer,2000,914909,15.1,13815125.9,8.12
Facial Moisturizer,2000,332762,37.62,12518506.44,-17.94
Facial Moisturizer,2000,621650,6.81,4233436.5,-16.34
Facial Moisturizer,2000,3807974,24.21,92191050.54,-29.83
Facial Moisturizer,2000,4249591,33.35,141723859.9,-24.54
Facial Moisturizer,2000,3304600,31.61,104458406,9.56
Facial Moisturizer,2000,3799783,26.21,99592312.43,29.43
Facial Moisturizer,2000,4852116,34.07,165311592.1,46.5
Facial Moisturizer,2000,1762503,39.68,69936119.04,-29.5
Facial Moisturizer,2000,1434418,7.33,10514283.94,24.11
Facial Moisturizer,2000,1142501,6.68,7631906.68,28.15
Facial Moisturizer,2000,1533624,31.27,47956422.48,29.95
Facial Moisturizer,2000,3975282,10.75,42734281.5,31.46
Facial Moisturizer,2000,4923594,27.18,133823284.9,40.79
Facial Moisturizer,2000,1112636,25.59,28472355.24,18.3
Facial Moisturizer,2000,3386007,20.37,68972962.59,-12.31
Facial Moisturizer,2000,4579788,15.55,71215703.4,24.76
Facial Moisturizer,2000,3345374,25.21,84336878.54,-14.46
Facial Moisturizer,2000,3731262,18.44,68804471.28,4.36
Facial Moisturizer,2000,1003959,13.02,13071546.18,4.28
Facial Moisturizer,2000,1677781,16.65,27935053.65,23.05
Facial Moisturizer,2000,1588601,9.87,15679491.87,29.4
Facial Moisturizer,2000,4053484,22.34,90554832.56,24.15
Facial Moisturizer,2000,3852010,32.6,125575526,-34.83
Facial Moisturizer,2000,1949492,32.25,62871117,-35.69
Facial Moisturizer,2000,3227993,22.29,71951963.97,25.46
Facial Moisturizer,2000,4107893,23.78,97685695.54,-12.12
Facial Moisturizer,2000,2350119,26.14,61432110.66,0.23
Facial Moisturizer,2000,3477975,10.25,35649243.75,-27.07
Facial Moisturizer,2000,1757692,30.2,53082298.4,14.11
Facial Moisturizer,2000,2580034,24.79,63959042.86,21.62
Facial Moisturizer,2000,2742755,11.36,31157696.8,40.85
Facial Moisturizer,2000,3436501,19.03,65396614.03,-3.8
Facial Moisturizer,2000,126077,26.52,3343562.04,41.19
Facial Moisturizer,2000,1958327,22.71,44473606.17,11.15
Facial Moisturizer,2000,2335166,30.41,71012398.06,9.3
Facial Moisturizer,2000,2842427,24.78,70435341.06,19.67
Facial Moisturizer,2000,2731719,5.81,15871287.39,15.14
Facial Moisturizer,2000,550315,18.11,9966204.65,-43.11
Facial Moisturizer,2000,4985730,30.78,153460769.4,43.44
Facial Moisturizer,2000,2326106,20.78,48336482.68,-38.68
Facial Moisturizer,2000,2052324,10.79,22144575.96,-31.37
Facial Moisturizer,2000,4001416,16.63,66543548.08,-18.86
Facial Moisturizer,2000,3628226,25.69,93209125.94,-10.1
Facial Moisturizer,2000,368408,31.05,11439068.4,-29.44
Facial Moisturizer,2000,2972808,5.16,15339689.28,-16.65
Facial Moisturizer,2000,1948739,23.81,46399475.59,41.99
Facial Moisturizer,2000,2811089,21.3,59876195.7,-1.92
Facial Moisturizer,2000,2137258,20.83,44519084.14,-27.54
Facial Moisturizer,2000,2799178,9.93,27795837.54,-32.36
Facial Moisturizer,2000,1428246,10.79,15410774.34,-46.61
Facial Moisturizer,2000,4028400,17.68,71222112,8.06
Facial Moisturizer,2000,1345302,39.14,52655120.28,-4.1
Facial Moisturizer,2000,2905059,19.51,56677701.09,-41.47
Facial Moisturizer,2000,3402252,11.46,38989807.92,-20.04
Facial Moisturizer,2000,2928604,18.91,55379901.64,-7.32
Facial Moisturizer,2000,4146951,36.43,151073424.9,-29.49
Facial Moisturizer,2000,3369260,21.52,72506475.2,6.48
Facial Moisturizer,2000,4671056,32.14,150127739.8,-4.67
Facial Moisturizer,2001,4142097,23.71,98209119.87,-1.89
Facial Moisturizer,2001,3993645,24.59,98203730.55,-34.48
Facial Moisturizer,2001,1284816,16.7,21456427.2,-42.45
Facial Moisturizer,2001,1177199,14.53,17104701.47,39.74
Facial Moisturizer,2001,2330827,33.03,76987215.81,47.89
Facial Moisturizer,2001,4896769,35.34,173051816.5,-9.2
Facial Moisturizer,2001,4093064,12.77,52268427.28,-26.89
Facial Moisturizer,2001,126218,22.69,2863886.42,9.5
Facial Moisturizer,2001,4722750,24.93,117738157.5,38.75
Facial Moisturizer,2001,397739,13.34,5305838.26,-40.06
Facial Moisturizer,2001,4279215,39.61,169499706.2,10.32
Facial Moisturizer,2001,949885,34.06,32353083.1,-10.28
Facial Moisturizer,2001,549876,9.94,5465767.44,-9.36
Facial Moisturizer,2001,4291361,5.46,23430831.06,-41.45
Facial Moisturizer,2001,3722214,34.68,129086381.5,-37.72
Facial Moisturizer,2001,4389235,27.5,120703962.5,20.39
Facial Moisturizer,2001,2058960,33.61,69201645.6,-15.82
Facial Moisturizer,2001,3866446,18.29,70717297.34,9.03
Facial Moisturizer,2001,2135259,34.07,72748274.13,-15.48
Facial Moisturizer,2001,1755215,24.32,42686828.8,-6.39
Facial Moisturizer,2001,3316402,38.2,126686556.4,26.36
Facial Moisturizer,2001,4158880,35.4,147224352,-1.26
Facial Moisturizer,2001,140093,21.49,3010598.57,-31.79
Facial Moisturizer,2001,1782465,5.79,10320472.35,-23.13
Facial Moisturizer,2001,2706807,29.46,79742534.22,-9.74
Facial Moisturizer,2001,2988613,27.58,82425946.54,-7.83
Facial Moisturizer,2001,1336585,36.52,48812084.2,19.12
Facial Moisturizer,2001,3539866,33.79,119612072.1,2.97
Facial Moisturizer,2001,2632569,25.18,66288087.42,-22.59
Facial Moisturizer,2001,4135412,27.8,114964453.6,32.97
Facial Moisturizer,2001,4817348,5.38,25917332.24,-36.31
Facial Moisturizer,2001,3801198,35.59,135284636.8,9.74
Facial Moisturizer,2001,3947611,27.16,107217114.8,-0.57
Facial Moisturizer,2001,4468441,37,165332317,-8.12
Facial Moisturizer,2001,1450283,31.98,46380050.34,-7.8
Facial Moisturizer,2001,1577937,10.82,17073278.34,23.8
Facial Moisturizer,2001,3346050,8.16,27303768,27.1
Facial Moisturizer,2001,2728932,34.3,93602367.6,-6.28
Facial Moisturizer,2001,1320896,30.25,39957104,11.04
Facial Moisturizer,2001,428165,21.66,9274053.9,16.37
Facial Moisturizer,2001,1062117,30.64,32543264.88,-28.51
Facial Moisturizer,2001,3401278,14.18,48230122.04,9.51
Facial Moisturizer,2001,2818362,34.62,97571692.44,45.52
Facial Moisturizer,2001,1661754,16.7,27751291.8,27.09
Facial Moisturizer,2001,4901188,17.05,83565255.4,-14.85
Facial Moisturizer,2001,2988496,22.34,66763000.64,18.84
Facial Moisturizer,2001,3044200,13.62,41462004,31.91
Facial Moisturizer,2001,2574388,5.08,13077891.04,46.77
Facial Moisturizer,2001,1711793,8.61,14738537.73,-18.54
Facial Moisturizer,2001,3441418,37.11,127711022,-36.32
Facial Moisturizer,2001,4424857,29.17,129073078.7,2.13
Facial Moisturizer,2001,3347291,23.97,80234565.27,37.29
Facial Moisturizer,2001,1241902,33.23,41268403.46,15.88
Facial Moisturizer,2001,3787973,27.3,103411662.9,48.06
Facial Moisturizer,2001,4431137,22.13,98061061.81,-27.88
Facial Moisturizer,2001,3548472,38.04,134983874.9,-46.06
Facial Moisturizer,2001,2184793,25.59,55908852.87,49.94
Facial Moisturizer,2001,4856425,24.88,120827854,41.55
Facial Moisturizer,2001,3240541,9.22,29877788.02,23.1
Facial Moisturizer,2001,2489855,9.03,22483390.65,-7.82
Facial Moisturizer,2001,1853740,21.6,40040784,36.2
Facial Moisturizer,2001,3483382,20.93,72907185.26,2.24
Facial Moisturizer,2001,116150,6.3,731745,9.63
Facial Moisturizer,2001,609723,9.22,5621646.06,-42.3
Facial Moisturizer,2001,4243060,23.56,99966493.6,-5.9
Facial Moisturizer,2001,859942,7.29,6268977.18,-18.47
Facial Moisturizer,2001,1891648,23.84,45096888.32,16.17
Facial Moisturizer,2001,3878433,23.21,90018429.93,-7.32
Facial Moisturizer,2001,2358989,19.61,46259774.29,-3.81
Facial Moisturizer,2001,509297,5.74,2923364.78,37.47
Facial Moisturizer,2001,4995169,37.87,189167050,29.88
Facial Moisturizer,2001,4784963,6.84,32729146.92,-41.15
Facial Moisturizer,2001,2143373,21.8,46725531.4,12.75
Facial Moisturizer,2001,2756871,14.51,40002198.21,-10.17
Facial Moisturizer,2001,1909582,19.75,37714244.5,23.76
Facial Moisturizer,2001,2179885,5.12,11161011.2,-3.27
Facial Moisturizer,2001,599239,15.05,9018546.95,-20.37
Facial Moisturizer,2001,4678120,14.7,68768364,41.03
Facial Moisturizer,2001,817950,19.97,16334461.5,-11.57
Facial Moisturizer,2001,3238729,32.93,106651346,-24.1
Facial Moisturizer,2001,2900171,19.62,56901355.02,37.91
Facial Moisturizer,2001,2646874,36.63,96954994.62,48.92
Facial Moisturizer,2001,4062595,7.27,29535065.65,-9.84
Facial Moisturizer,2001,481413,26.27,12646719.51,1.27
Facial Moisturizer,2001,913561,6.64,6066045.04,-11.59
Facial Moisturizer,2001,3878464,38.5,149320864,32.62
Facial Moisturizer,2001,3793797,38.92,147654579.2,38.38
Facial Moisturizer,2001,126898,25.9,3286658.2,2.5
Facial Moisturizer,2001,2058954,18.87,38852461.98,25.82
Facial Moisturizer,2001,3091341,39.87,123251765.7,39.74
Facial Moisturizer,2001,2155058,12.86,27714045.88,-27.62
Facial Moisturizer,2001,4959384,36.32,180124826.9,36.01
Facial Moisturizer,2001,1771610,35.71,63264193.1,-23.44
Facial Moisturizer,2001,2664235,21.68,57760614.8,-45.56
Facial Moisturizer,2001,2760241,35.17,97077675.97,30.95
Facial Moisturizer,2001,4109175,37.61,154546071.8,23.52
Facial Moisturizer,2001,655409,19.3,12649393.7,-12.73
Facial Moisturizer,2001,1775690,30.32,53838920.8,-0.41
Facial Moisturizer,2001,4207893,38.67,162719222.3,-39.05
Facial Moisturizer,2001,4216769,22.33,94160451.77,-1.94
Facial Moisturizer,2001,2673836,36.73,98209996.28,7.13
Facial Moisturizer,2001,61303,28.73,1761235.19,6.57
Facial Moisturizer,2001,2416610,35.39,85523827.9,-25.47
Facial Moisturizer,2001,4734346,35.36,167406474.6,20.84
Facial Moisturizer,2001,4670650,13.35,62353177.5,43.01
Facial Moisturizer,2001,1619123,26.65,43149627.95,25.27
Facial Moisturizer,2001,1776470,35.86,63704214.2,46.13
Facial Moisturizer,2001,2739784,6.02,16493499.68,32.58
Facial Moisturizer,2001,4922554,13,63993202,40.87
Facial Moisturizer,2001,4860833,33.63,163469813.8,33.21
Facial Moisturizer,2001,3811675,5.22,19896943.5,-21.3
Facial Moisturizer,2001,1173994,39.34,46184923.96,13.18
Facial Moisturizer,2001,213038,18.18,3873030.84,-49.09
Facial Moisturizer,2001,1424572,32.29,45999429.88,-39.3
Facial Moisturizer,2001,3698966,23.94,88553246.04,46.3
Facial Moisturizer,2001,373390,18.73,6993594.7,-32.05
Facial Moisturizer,2001,4118316,32.61,134298284.8,-32.62
Facial Moisturizer,2001,188563,15.53,2928383.39,20.82
Facial Moisturizer,2001,4105957,29.8,122357518.6,-2.64
Facial Moisturizer,2001,2092999,6.6,13813793.4,37.15
Facial Moisturizer,2001,3626511,28.66,103935805.3,-5.4
Facial Moisturizer,2001,4728394,9.55,45156162.7,25.83
Facial Moisturizer,2001,4986710,7.3,36402983,32.15
Facial Moisturizer,2001,3227326,22.1,71323904.6,27.04
Facial Moisturizer,2001,4471590,20.61,92159469.9,-22.64
Facial Moisturizer,2001,4477036,38.05,170351219.8,-39.78
Facial Moisturizer,2001,3031352,10.73,32526406.96,29.48
Facial Moisturizer,2001,1436652,15.44,22181906.88,33.99
Facial Moisturizer,2001,3536669,13.05,46153530.45,-36.87
Facial Moisturizer,2001,3772946,38.28,144428372.9,-34.89
Facial Moisturizer,2001,3031467,30.59,92732575.53,40.95
Facial Moisturizer,2001,4817493,31.6,152232778.8,-5.77
Facial Moisturizer,2001,4907088,16.23,79642038.24,22.44
Facial Moisturizer,2001,969484,12.01,11643502.84,36.81
Facial Moisturizer,2001,394855,17.9,7067904.5,36.44
Facial Moisturizer,2001,2427935,24.01,58294719.35,-34.08
Facial Moisturizer,2001,2524968,35.4,89383867.2,27.66
Facial Moisturizer,2001,2492266,34.57,86157635.62,26.1
Facial Moisturizer,2001,1705743,15.3,26097867.9,41.18
Facial Moisturizer,2001,3118281,26.58,82883908.98,29.65
Facial Moisturizer,2001,4575208,5.04,23059048.32,9.83
Facial Moisturizer,2001,129083,13.66,1763273.78,5.84
Facial Moisturizer,2001,4047615,22.21,89897529.15,-43.58
Facial Moisturizer,2001,1854673,32.91,61037288.43,-18.96
Facial Moisturizer,2001,659996,10.24,6758359.04,-3.54
Facial Moisturizer,2001,3353389,18.74,62842509.86,-2.01
Facial Moisturizer,2001,1815982,30.27,54969775.14,15.7
Facial Moisturizer,2001,3260016,38.34,124989013.4,40.78
Facial Moisturizer,2001,214053,31.22,6682734.66,-35.41
Facial Moisturizer,2001,1486536,24.98,37133669.28,-48.16
Facial Moisturizer,2001,4208549,12.36,52017665.64,-15.4
Facial Moisturizer,2001,1828599,5.34,9764718.66,-17.35
Facial Moisturizer,2001,623441,23.7,14775551.7,38.25
Facial Moisturizer,2001,2099949,6.16,12935685.84,-42.14
Facial Moisturizer,2001,1935077,16.27,31483702.79,47.75
Facial Moisturizer,2001,100861,29.26,2951192.86,32.14
Facial Moisturizer,2001,771001,10.86,8373070.86,-39.54
Facial Moisturizer,2001,1493717,25.82,38567772.94,11.66
Facial Moisturizer,2001,1255663,15.46,19412549.98,43.52
Facial Moisturizer,2001,414359,29.99,12426626.41,30.17
Facial Moisturizer,2001,4043710,33.52,135545159.2,-41.99
Facial Moisturizer,2001,1275811,24.36,31078755.96,9.75
Facial Moisturizer,2001,2753381,20.83,57352926.23,14.36
Facial Moisturizer,2001,4396664,10.74,47220171.36,-6.14
Facial Moisturizer,2001,982817,7.11,6987828.87,-25.29
Facial Moisturizer,2001,3328360,35.51,118190063.6,-28.08
Facial Moisturizer,2001,4165811,31.05,129348431.6,37.18
Facial Moisturizer,2001,314500,28.05,8821725,-0.18
Facial Moisturizer,2001,2953633,5.73,16924317.09,15.33
Facial Moisturizer,2001,1267060,39.87,50517682.2,47.48
Facial Moisturizer,2001,1440281,19.11,27523769.91,-27.94
Facial Moisturizer,2001,1901317,6.07,11540994.19,-24.23
Facial Moisturizer,2001,1618560,35.39,57280838.4,22.72
Facial Moisturizer,2001,2279180,34.62,78905211.6,12.88
Facial Moisturizer,2001,4238891,17.99,76257649.09,48.76
Facial Moisturizer,2001,4545511,24.02,109183174.2,1.4
Facial Moisturizer,2001,770488,20.35,15679430.8,22.53
Facial Moisturizer,2001,1513807,26.22,39692019.54,9.77
Facial Moisturizer,2001,3110006,14.69,45685988.14,9.24
Facial Moisturizer,2001,1140805,17.57,20043943.85,-11.62
Facial Moisturizer,2001,4212065,27.1,114146961.5,23.31
Facial Moisturizer,2001,3092146,32.16,99443415.36,-9.47
Facial Moisturizer,2001,1307949,11.29,14766744.21,-26.25
Facial Moisturizer,2001,3021981,22.94,69324244.14,-8.7
Facial Moisturizer,2001,3371765,22.23,74954335.95,-25.28
Facial Moisturizer,2001,3159244,20.59,65048833.96,1.48
Facial Moisturizer,2001,2248611,25.75,57901733.25,-33.65
Facial Moisturizer,2001,2010826,15.93,32032458.18,-10.1
Facial Moisturizer,2002,2473970,27.99,69246420.3,-17.48
Facial Moisturizer,2002,202999,25.95,5267824.05,-10.33
Facial Moisturizer,2002,3055334,20.88,63795373.92,-26.39
Facial Moisturizer,2002,2704837,10.94,29590916.78,1.98
Facial Moisturizer,2002,4627033,28.43,131546548.2,-35.42
Facial Moisturizer,2002,973780,13.7,13340786,11.71
Facial Moisturizer,2002,2518152,10.85,27321949.2,-33.24
Facial Moisturizer,2002,348090,30.77,10710729.3,16.38
Facial Moisturizer,2002,142324,32.36,4605604.64,20.54
Facial Moisturizer,2002,4586119,25.49,116900173.3,36.83
Facial Moisturizer,2002,3327419,23.9,79525314.1,-46.58
Facial Moisturizer,2002,1617053,7,11319371,3.12
Facial Moisturizer,2002,4597603,6.81,31309676.43,14
Facial Moisturizer,2002,444274,20.83,9254227.42,43.39
Facial Moisturizer,2002,2997762,6.46,19365542.52,-35.17
Facial Moisturizer,2002,1347076,21.8,29366256.8,18.6
Facial Moisturizer,2002,2798385,16.31,45641659.35,47.31
Facial Moisturizer,2002,196470,20.92,4110152.4,1.56
Facial Moisturizer,2002,2478081,16.99,42102596.19,3.22
Facial Moisturizer,2002,3234790,6.05,19570479.5,-19.21
Facial Moisturizer,2002,1624833,12.06,19595485.98,17.34
Facial Moisturizer,2002,3696804,8.29,30646505.16,17.26
Facial Moisturizer,2002,1728687,13.21,22835955.27,46.33
Facial Moisturizer,2002,1014918,39.25,39835531.5,-12.57
Facial Moisturizer,2002,4692929,13.55,63589187.95,33.09
Facial Moisturizer,2002,1326647,31.9,42320039.3,-38.69
Facial Moisturizer,2002,2577576,29.13,75084788.88,17.65
Facial Moisturizer,2002,3620834,37.93,137338233.6,32.68
Facial Moisturizer,2002,4155519,27.79,115481873,-39.34
Facial Moisturizer,2002,4707089,39.98,188189418.2,-45.18
Facial Moisturizer,2002,2677144,35.33,94583497.52,49.33
Facial Moisturizer,2002,2088540,32.38,67626925.2,6.7
Facial Moisturizer,2002,771384,8.82,6803606.88,15.05
Facial Moisturizer,2002,3749181,37.4,140219369.4,-6.18
Facial Moisturizer,2002,4280625,31.68,135610200,29.78
Facial Moisturizer,2002,206498,35.41,7312094.18,-12.43
Facial Moisturizer,2002,2786582,5.2,14490226.4,-17.54
Facial Moisturizer,2002,2011977,18.87,37966005.99,19.55
Facial Moisturizer,2002,3410160,13.31,45389229.6,-12.67
Facial Moisturizer,2002,3087099,5.51,17009915.49,8.71
Facial Moisturizer,2002,2092823,28.39,59415244.97,11.95
Facial Moisturizer,2002,2641661,22.52,59490205.72,4.24
Facial Moisturizer,2002,1367191,23.17,31677815.47,-2.08
Facial Moisturizer,2002,1129924,33.48,37829855.52,-39.11
Facial Moisturizer,2002,2430932,18.96,46090470.72,8.02
Facial Moisturizer,2002,1765499,21.68,38276018.32,-10.56
Facial Moisturizer,2002,2567334,33.45,85877322.3,21.81
Facial Moisturizer,2002,1963722,23.24,45636899.28,32.24
Facial Moisturizer,2002,1037471,27.66,28696447.86,39.8
Facial Moisturizer,2002,1751667,37.45,65599929.15,-43.97
Facial Moisturizer,2002,3667556,21.77,79842694.12,-30.54
Facial Moisturizer,2002,1407133,22.01,30970997.33,-24.32
Facial Moisturizer,2002,798013,15.76,12576684.88,30.3
Facial Moisturizer,2002,474226,25.33,12012144.58,-41.04
Facial Moisturizer,2002,3653101,30.07,109848747.1,-22.74
Facial Moisturizer,2002,3951529,9.27,36630673.83,-31.89
Facial Moisturizer,2002,225211,11.35,2556144.85,2.52
Facial Moisturizer,2002,315798,15.33,4841183.34,29.34
Facial Moisturizer,2002,3071097,37.12,113999120.6,-7.55
Facial Moisturizer,2002,4780741,33.21,158768408.6,5.02
Facial Moisturizer,2002,1956039,23.43,45829993.77,-38.77
Facial Moisturizer,2002,2759644,26.06,71916322.64,31.92
Facial Moisturizer,2002,3379049,12.42,41967788.58,11.1
Facial Moisturizer,2002,3796169,17.63,66926459.47,40.59
Facial Moisturizer,2002,1825767,17.37,31713572.79,-26.31
Facial Moisturizer,2002,1547618,34.79,53841630.22,17.14
Facial Moisturizer,2002,4071080,8.34,33952807.2,12.39
Facial Moisturizer,2002,2608944,19.84,51761448.96,-34.7
Facial Moisturizer,2002,3746176,30.79,115344759,36.28
Facial Moisturizer,2002,916964,8.35,7656649.4,-47.64
Facial Moisturizer,2002,4808982,24.13,116040735.7,-26.81
Facial Moisturizer,2002,1256861,27.12,34086070.32,-44.15
Facial Moisturizer,2002,4986600,39.57,197319762,-36.36
Facial Moisturizer,2002,307681,19.15,5892091.15,-7.18
