Category,Year,Units sold,Avg Price USD,Dollar Sales UD,YOY % Change
Hair,2020,4259986,16.01,68202375.86,-44.78
Hair,2010,747102,8.87,6626794.74,-43.27
Hair,2023,3043480,6.23,18960880.4,-5.99
Hair,2008,3753169,5.8,21768380.2,-44.02
Hair,2016,1923216,10.04,19309088.64,43.48
Hair,2000,5475178,25.12,137536471.4,-19.5
Hair,2006,4142345,15.62,64703428.9,-36.79
Hair,2011,3923086,31.84,124911058.2,-30.17
Hair,2025,1839707,12.45,22904352.15,-29.17
Hair,2022,4858042,25.68,124754518.6,-18.93
Hair,2022,5179223,14.64,75823824.72,13.5
Hair,2014,1106476,9.19,10168514.44,-8.56
Hair,2021,5872098,15.81,92837869.38,-16.35
Hair,2008,1007444,8.63,8694241.72,0.92
Hair,2023,1406449,11.6,16314808.4,18.2
Hair,2006,1027648,25.89,26605806.72,-20.89
Hair,2006,4139062,4.76,19701935.12,-36.05
Hair,2004,2916959,29.38,85700255.42,8.81
Hair,2024,955388,24.23,23149051.24,-45.75
Hair,2020,3554990,32.93,117065820.7,13.81
Hair,2014,5471599,24.53,134218323.5,-5.28
Hair,2003,160201,29.39,4708307.39,-32.87
Hair,2014,5885980,12.77,75163964.6,32.88
Hair,2008,3369853,25.66,86470427.98,4.74
Hair,2002,4665673,34.98,163205241.5,17.22
Hair,2002,3918344,8.47,33188373.68,-15.1
Hair,2011,1486509,8.3,12338024.7,35.27
Hair,2004,651147,25.22,16421927.34,-30.94
Hair,2002,3318665,22.26,73873482.9,31.42
Hair,2010,4721023,12.95,61137247.85,30.93
Hair,2003,732942,12.69,9301033.98,-46.09
Hair,2014,977410,15.06,14719794.6,4.49
Hair,2018,97276,12.32,1198440.32,32.09
Hair,2010,3779737,11.06,41803891.22,34.89
Hair,2011,1215304,25.71,31245465.84,-47
Hair,2009,4665464,7.98,37230402.72,40.72
Hair,2012,5445630,17.56,95625262.8,-45.87
Hair,2022,488224,6.47,3158809.28,-29.27
Hair,2018,3174732,26.88,85336796.16,-14.04
Hair,2025,2736214,19.35,52945740.9,-30.06
Hair,2004,4544627,10.9,49536434.3,-49.5
Hair,2017,3055173,4.35,13290002.55,-16.9
Hair,2014,5204767,28.3,147294906.1,-42.3
Hair,2002,5347638,16.95,90642464.1,-31.86
Hair,2018,347672,10.89,3786148.08,27.05
Hair,2024,1049680,19.38,20342798.4,22.28
Hair,2009,4460429,4.04,18020133.16,-43.64
Hair,2020,936156,19.95,18676312.2,49.2
Hair,2006,2948852,29.65,87433461.8,0.39
Hair,2024,5590316,9,50312844,32.07
Hair,2015,368017,31.75,11684539.75,5.71
Hair,2024,1614731,17.18,27741078.58,31.14
Hair,2006,4102390,17.48,71709777.2,-31.38
Hair,2010,4773314,5.75,27446555.5,6.03
Hair,2012,3141659,19.4,60948184.6,9.36
Hair,2000,2233383,5.81,12975955.23,-2.42
Hair,2002,936408,25.41,23794127.28,32.28
Hair,2022,3823068,28.73,109836743.6,8.33
Hair,2002,975934,25.72,25101022.48,-41.26
Hair,2008,1434838,12.23,17548068.74,-47.38
Hair,2024,5917138,16.23,96035149.74,-18.54
Hair,2016,5791978,20.19,116940035.8,28.1
Hair,2017,1955076,4.61,9012900.36,-2.71
Hair,2018,4390084,11.67,51232280.28,37.13
Hair,2015,1938764,30.4,58938425.6,27.28
Hair,2006,3797980,30.36,115306672.8,-16.93
Hair,2011,119535,28.85,3448584.75,11.61
Hair,2019,2795762,17.83,49848436.46,37.6
Hair,2005,4202119,32.37,136022592,42.55
Hair,2023,2934352,6.31,18515761.12,-32.35
Hair,2016,4616126,20.38,94076647.88,10.08
Hair,2015,5500404,32.11,176617972.4,37.2
Hair,2003,2938506,7.57,22244490.42,46.5
Hair,2009,5485608,8,43884864,30.11
Hair,2012,2235498,16.91,37802271.18,-19.76
Hair,2013,196974,8.59,1692006.66,19.08
Hair,2004,4408485,8.67,38221564.95,20.99
Hair,2016,3960121,22.31,88350299.51,15.69
Hair,2020,2335063,24.92,58189769.96,27.38
Hair,2005,1377194,28.63,39429064.22,19.48
Hair,2010,1591548,7.74,12318581.52,-33.44
Hair,2000,4571364,28.9,132112419.6,11.45
Hair,2023,5795813,21.62,125305477.1,-38.69
Hair,2001,5458076,17.04,93005615.04,-1.42
Hair,2011,204033,7.37,1503723.21,1.89
Hair,2017,3195935,28.13,89901651.55,-44.17
Hair,2006,4642334,17.6,81705078.4,49.97
Hair,2002,1720897,34.68,59680707.96,46.69
Hair,2002,1022187,11.01,11254278.87,13.63
Hair,2011,2788932,28.37,79122000.84,-22.68
Hair,2023,1990160,6.15,12239484,-21.41
Hair,2015,3595932,9.25,33262371,-13.96
Hair,2015,5023338,27.29,137086894,-44.05
Hair,2018,521674,12.73,6640910.02,27.97
Hair,2007,756615,15.24,11530812.6,-20.07
Hair,2018,4992307,31.38,156658593.7,-4.52
Hair,2011,2494257,6.03,15040369.71,23.8
Hair,2019,1117996,6.11,6830955.56,-49.38
Hair,2001,4703283,7.17,33722539.11,-41.84
Hair,2014,812296,28.59,23223542.64,-11.96
Hair,2006,5255385,23.32,122555578.2,32.27
Hair,2001,571134,17.04,9732123.36,13.26
Hair,2015,4550437,8.13,36995052.81,-29.95
Hair,2016,4696978,28.6,134333570.8,26.31
Hair,2006,5944282,27.91,165904910.6,-45.56
Hair,2008,2489480,15.73,39159520.4,43.03
Hair,2022,994637,11.71,11647199.27,9.22
Hair,2009,5388534,20.16,108632845.4,35.74
Hair,2017,5645296,28.72,162132901.1,30.61
Hair,2002,4781968,6.26,29935119.68,25.64
Hair,2017,2002568,9.44,18904241.92,10.11
Hair,2001,2292683,4.65,10660975.95,10.84
Hair,2000,4213158,32.17,135537292.9,23.07
Hair,2025,823540,21.55,17747287,34.34
Hair,2022,4831177,14.52,70148690.04,2.25
Hair,2012,2480859,10.45,25924976.55,27.67
Hair,2015,186167,31.98,5953620.66,11.94
Hair,2021,1414106,17.18,24294341.08,-29.25
Hair,2001,878769,26.32,23129200.08,39.05
Hair,2007,3567231,19.69,70238778.39,30.81
Hair,2000,2019168,22.14,44704379.52,-9.18
Hair,2012,568107,19.01,10799714.07,-7.9
Hair,2019,4611743,28.41,131019618.6,25.3
Hair,2005,338747,10.63,3600880.61,32.73
Hair,2020,5294895,30.68,162447378.6,44.53
Hair,2010,1078858,33.51,36152531.58,12.76
Hair,2008,4178373,28.55,119292549.2,-19.55
Hair,2007,2730089,16.53,45128371.17,11.78
Hair,2003,75022,18.17,1363149.74,31.46
Hair,2002,3372055,25.61,86358328.55,35.97
Hair,2006,2961983,28.76,85186631.08,41.29
Hair,2013,535236,29.12,15586072.32,-21.71
Hair,2015,5565862,29.26,162857122.1,-27.83
Hair,2008,4487314,12.12,54386245.68,15.41
Hair,2007,5917535,9.81,58051018.35,-5.25
Hair,2019,2896217,33.37,96646761.29,-18.01
Hair,2010,2983909,15.33,45743324.97,16.95
Hair,2025,456893,31.66,14465232.38,-9.06
Hair,2022,2446204,12.94,31653879.76,-4.48
Hair,2014,5087611,28.76,146319692.4,-7.03
Hair,2004,1821067,17.78,32378571.26,39.95
Hair,2008,4601218,34.38,158189874.8,-21.88
Hair,2000,471474,28.87,13611454.38,-25.66
Hair,2018,2515254,27.1,68163383.4,-2.26
Hair,2019,3849039,23.12,88989781.68,39.75
Hair,2009,1793152,27.13,48648213.76,-23.63
Hair,2004,5135108,23.62,121291251,10.67
Hair,2022,1600393,9.67,15475800.31,37.47
Hair,2019,1464606,26.08,38196924.48,-9.02
Hair,2002,3904713,20.53,80163757.89,49.37
Hair,2021,822722,20.53,16890482.66,-23.39
Hair,2022,2230198,26.58,59278662.84,-26.04
Hair,2003,590785,6.47,3822378.95,28.82
Hair,2012,77649,26.34,2045274.66,-16.89
Hair,2024,1632707,29.57,48279145.99,-40.58
Hair,2012,3816659,11.96,45647241.64,0.41
Hair,2020,499348,11.01,5497821.48,32.14
Hair,2017,797914,7.06,5633272.84,2.1
Hair,2025,4554714,9.68,44089631.52,30.97
Hair,2010,5786642,30.09,174120057.8,45.31
Hair,2015,4302452,19.85,85403672.2,37.9
Hair,2003,40443,6.15,248724.45,-17.39
Hair,2013,4513757,34.66,156446817.6,-27.1
Hair,2019,4913899,20.37,100096122.6,5.1
Hair,2003,305066,10.52,3209294.32,28.53
Hair,2019,1810391,31.75,57479914.25,34.04
Hair,2018,4648357,16.8,78092397.6,-41.09
Hair,2012,878152,30.64,26906577.28,-37.8
Hair,2017,5364273,20.86,111898734.8,-22.58
Hair,2014,5935152,31.61,187610154.7,7.45
Hair,2001,2000697,8.36,16725826.92,3.49
Hair,2007,1301221,18.75,24397893.75,12.09
Hair,2014,435268,23.24,10115628.32,-6.35
Hair,2025,377450,11.2,4227440,-46.96
Hair,2000,181473,26.25,4763666.25,-35.62
Hair,2023,1422015,31.26,44452188.9,-34.94
Hair,2022,4137129,12.32,50969429.28,43.4
Hair,2014,1913417,30.05,57498180.85,-41.64
Hair,2000,5690467,30.2,171852103.4,21.37
Hair,2024,1549156,22.59,34995434.04,-6.98
Hair,2010,3178709,25.15,79944531.35,-44.43
Hair,2011,561332,19.81,11119986.92,-16.38
Hair,2006,1294847,31.39,40645247.33,-42.12
Hair,2004,798276,31.77,25361228.52,47.4
Hair,2008,5457049,11.32,61773794.68,-39.45
Hair,2001,5821240,15.75,91684530,11.27
Hair,2020,4096719,24.26,99386402.94,-46.07
Hair,2014,1812970,8.01,14521889.7,41.53
Hair,2007,2466969,4.86,11989469.34,46.3
Hair,2013,5626180,10.62,59750031.6,23.14
Hair,2021,142800,26.58,3795624,-1.43
Hair,2009,1178806,7.23,8522767.38,22.54
Hair,2018,3275319,20.15,65997677.85,17.74
Hair,2021,1798602,28.89,51961611.78,-22.12
Hair,2014,4510985,30.97,139705205.5,-32.61
Hair,2022,5610573,23.12,129716447.8,45.5
Hair,2008,2567676,5.92,15200641.92,-18.01
Hair,2019,813699,33.43,27201957.57,48.59
Hair,2016,2694388,13.69,36886171.72,-25.93
Hair,2024,5839387,11.24,65634709.88,-31.23
Hair,2006,1954609,16.77,32778792.93,39.94
Hair,2000,2771153,32.72,90672126.16,-15.81
Hair,2016,5198458,16.65,86554325.7,28.06
Hair,2004,2287786,34.78,79569197.08,-39.13
Hair,2019,1145855,6.98,7998067.9,-2.23
Hair,2015,1078246,6.74,7267378.04,1.92
Hair,2020,3164105,9.72,30755100.6,-47.82
Hair,2012,5627840,15.38,86556179.2,44.61
Hair,2021,4928777,20.01,98624827.77,-48.91
Hair,2013,2136354,31.44,67166969.76,2.79
Hair,2011,1853560,12.23,22669038.8,-48.92
Hair,2006,2335416,27.29,63733502.64,21.17
Hair,2004,598819,7.37,4413296.03,-38.12
Hair,2021,2340670,31.56,73871545.2,-30.43
Hair,2019,4231630,20.1,85055763,-35.92
Hair,2007,768963,23.94,18408974.22,-23.25
Hair,2022,2213113,16.36,36206528.68,-19.75
Hair,2002,578768,18.62,10776660.16,-48.96
Hair,2000,3290241,8.93,29381852.13,-21.43
Hair,2019,3022459,9.96,30103691.64,33.86
Hair,2024,3462886,14.24,49311496.64,28.6
Hair,2001,1000981,18.45,18468099.45,9.95
Hair,2016,1284613,27.97,35930625.61,-13.18
Hair,2023,159618,20.07,3203533.26,-48.83
Hair,2016,346160,14.4,4984704,49.32
Hair,2018,5082252,32.73,166342108,-40.24
Hair,2011,5269557,20.6,108552874.2,-34.56
Hair,2009,3528190,34.67,122322347.3,-4.73
Hair,2000,3481509,22.34,77776911.06,49.66
Hair,2015,3708124,19.84,73569180.16,-16.45
Hair,2005,612450,9.16,5610042,-17.33
Hair,2021,57572,13.77,792766.44,-1.58
Hair,2011,111220,27.46,3054101.2,-15.04
Hair,2008,4267016,13.03,55599218.48,19.64
Hair,2010,3460576,22.15,76651758.4,28.99
Hair,2003,4401481,10.05,44234884.05,13.98
Hair,2019,2952337,13.79,40712727.23,15.83
Hair,2022,2722070,14.88,40504401.6,-39.19
Hair,2023,857688,10.73,9202992.24,-14.66
Hair,2009,1642595,6.84,11235349.8,45.76
Hair,2016,1557210,7.18,11180767.8,32.29
Hair,2019,1282538,34.59,44362989.42,38.91
Hair,2016,4036517,26.74,107936464.6,22.3
Hair,2019,5461137,20.7,113045535.9,13.86
Hair,2013,1428380,15.87,22668390.6,-35.5
Hair,2003,3405192,25.21,85844890.32,33.08
Hair,2021,2406703,16.49,39686532.47,24.58
Hair,2010,2592842,31.61,81959735.62,-9
Hair,2010,4835613,25.54,123501556,28.4
Hair,2016,1956111,13.57,26544426.27,-27.46
Hair,2017,2974332,15.74,46815985.68,24.98
Hair,2025,1949795,24.86,48471903.7,11.45
Hair,2004,5562652,11.7,65083028.4,10.65
Hair,2025,2532643,32.59,82538835.37,27.5
Hair,2020,123417,18.37,2267170.29,14.17
Hair,2010,1340372,33.34,44688002.48,-39.62
Hair,2000,1057743,31.48,33297749.64,-8.15
Hair,2010,4180651,31.29,130812569.8,0.13
Hair,2016,4589841,21.52,98773378.32,-28.98
Hair,2021,5131177,19.7,101084186.9,19.48
Hair,2009,2272373,15.1,34312832.3,-38.79
Hair,2017,4826473,22.91,110574496.4,-7.69
Hair,2017,5027720,26.92,135346222.4,30.85
Hair,2005,4283734,9.87,42280454.58,-20.62
Hair,2021,536056,33.25,17823862,15.4
Hair,2006,1799718,16.66,29983301.88,27.29
Hair,2020,3037160,11.7,35534772,-30.81
Hair,2013,3548281,33.55,119044827.6,10.2
Hair,2024,4843403,25.47,123361474.4,27.59
Hair,2021,5098525,4.18,21311834.5,9.89
Hair,2002,178973,15.66,2802717.18,-6.73
Hair,2017,1314645,18.09,23781928.05,-21.24
Hair,2005,4881192,9.15,44662906.8,-5.93
Hair,2009,1839070,14.95,27494096.5,-19.12
Hair,2002,1058282,28.11,29748307.02,-36.79
Hair,2011,2557219,18.1,46285663.9,44.32
Hair,2020,5235138,33.73,176581204.7,10.86
Hair,2025,205177,26.43,5422828.11,-46.88
Hair,2014,5382997,14.52,78161116.44,-27.24
Hair,2013,3646006,34.62,126224727.7,8.04
Hair,2022,4401758,13.18,58015170.44,-41.36
Hair,2005,4549280,33.61,152901300.8,29.31
Hair,2015,989677,8.5,8412254.5,-40.04
Hair,2022,3492665,4.04,14110366.6,-49.81
Hair,2007,3797781,13.38,50814309.78,-7.55
Hair,2001,530585,32.38,17180342.3,-45.8
Hair,2025,878206,32.35,28409964.1,-22.23
Hair,2020,1014771,11.61,11781491.31,37.01
Hair,2006,3685600,12.45,45885720,-4.4
Hair,2002,1172233,17,19927961,2.49
Hair,2006,4625041,21.98,101658401.2,32.6
Hair,2001,1104404,19.3,21314997.2,-16
Hair,2012,3308566,23.98,79339412.68,25.16
Hair,2015,2735672,5.42,14827342.24,-46.13
Hair,2011,2648789,26.21,69424759.69,-33.53
Hair,2010,4616249,24.27,112036363.2,4.2
Hair,2002,5540914,21.77,120625697.8,46.54
Hair,2013,219311,18.27,4006811.97,-8.09
Hair,2022,2603238,14.19,36939947.22,49.71
Hair,2025,5142284,24.78,127425797.5,14.15
Hair,2017,2765314,15.89,43940839.46,33.28
Hair,2012,511464,19.24,9840567.36,22.91
Hair,2019,326619,21.77,7110495.63,-18.78
Hair,2025,3546729,10.09,35786495.61,-4.24
Hair,2011,5090431,6.67,33953174.77,-46.96
Hair,2016,4374037,27.5,120286017.5,-41.58
Hair,2024,1655847,16.58,27453943.26,-41.34
Hair,2009,4703308,31.85,149800359.8,-28.22
Hair,2010,1318790,11.33,14941890.7,-28.62
Hair,2005,2226059,9.41,20947215.19,-43.22
Hair,2002,5624960,25.65,144280224,26.08
Hair,2007,1858519,17.7,32895786.3,37.78
Hair,2021,1086853,24.08,26171420.24,10.86
Hair,2017,940000,29.84,28049600,-36.94
Hair,2013,2660620,8.71,23174000.2,-20.55
Hair,2017,282051,8.01,2259228.51,-16.93
Hair,2014,77539,18.48,1432920.72,6.89
Hair,2018,1066151,32.49,34639245.99,-21.53
Hair,2018,5090496,5.94,30237546.24,-12.6
Hair,2017,3299355,25.42,83869604.1,48.18
Hair,2012,3519645,8.76,30832090.2,-39.73
Hair,2009,2286475,24.93,57001821.75,-38.66
Hair,2021,5034586,8.48,42693289.28,-22.28
Hair,2003,5964793,6.81,40620240.33,29.78
Hair,2021,2868162,16.04,46005318.48,45.06
Hair,2013,4150703,32.77,136018537.3,-17.11
Hair,2016,5275511,19.46,102661444.1,-20.85
Hair,2014,1913357,5.24,10025990.68,36.17
Hair,2018,5079720,32.62,165700466.4,36.07
Hair,2008,1812973,20.82,37746097.86,-30.11
Hair,2012,4117429,9.17,37756823.93,-34.36
Hair,2011,1283970,16.77,21532176.9,30.88
Hair,2019,304427,27.51,8374786.77,-44.23
Hair,2002,4593707,5.6,25724759.2,-10.08
Hair,2001,1397220,19.43,27147984.6,-1.66
Hair,2006,3266003,19.59,63980998.77,-31.33
Hair,2001,4515093,13.85,62534038.05,-43.66
Hair,2025,5490806,23.75,130406642.5,-14.31
Hair,2025,3114980,29.07,90552468.6,32.32
Hair,2007,5792444,33.04,191382349.8,-27.97
Hair,2025,5537468,29.76,164795047.7,-44.56
Hair,2023,4363380,22.67,98917824.6,-46.79
Hair,2016,5486127,26.37,144669169,-30.69
Hair,2015,806466,34.44,27774689.04,33.54
Hair,2025,4442944,29.16,129556247,-27.7
Hair,2005,1582615,15.98,25290187.7,23.39
Hair,2010,5889268,19.02,112013877.4,-32.35
Hair,2015,1807610,18.3,33079263,-49.04
Hair,2002,5410747,22.96,124230751.1,-12.73
Hair,2012,1753910,24.15,42356926.5,50
Hair,2023,2867422,7.46,21390968.12,-9.66
Hair,2021,5837761,13.53,78984906.33,33.85
Hair,2023,3244112,32.01,103844025.1,-35.71
Hair,2004,4396844,11.72,51531011.68,14.56
Hair,2019,1702132,33.25,56595889,28.63
Hair,2023,5856034,23.76,139139367.8,25.91
Hair,2009,2021896,14.7,29721871.2,35.49
Hair,2007,3470716,8.21,28494578.36,6.57
Hair,2008,1271734,21.79,27711083.86,-46.82
Hair,2014,5421183,28.57,154883198.3,12.95
Hair,2019,1862638,11.32,21085062.16,-42.35
Hair,2009,1751545,29.95,52458772.75,-8.27
Hair,2009,343046,31.56,10826531.76,-1.55
Hair,2012,4934350,29.01,143145493.5,-7.65
Hair,2018,5415047,33.31,180375215.6,-42.3
Hair,2013,2683505,25.78,69180758.9,39.91
Hair,2004,4619483,22.73,105000848.6,-6.67
Hair,2005,3044032,7.31,22251873.92,-36.58
Hair,2006,4553846,24.39,111068303.9,-25.31
Hair,2020,2181000,29.68,64732080,-41.92
Hair,2006,4285820,13.28,56915689.6,-31.05
Hair,2013,3450071,27.1,93496924.1,-7.25
Hair,2000,1304481,23.55,30720527.55,-44.13
Hair,2014,2887843,6.44,18597708.92,9
Hair,2014,2624358,26.45,69414269.1,-38.33
Hair,2006,3178550,28.36,90143678,-28.04
Hair,2009,4274522,33.9,144906295.8,3.41
Hair,2018,3164754,7.13,22564696.02,34.97
Hair,2013,1345039,15.31,20592547.09,31.61
Hair,2015,3293424,10.25,33757596,7.96
Hair,2004,5234753,5.78,30256872.34,-47.76
Hair,2025,4188795,13.38,56046077.1,48.58
Hair,2015,3549159,24.7,87664227.3,16.55
Hair,2020,1780813,21.89,38981996.57,-43.75
Hair,2021,752481,16.88,12701879.28,14.33
Hair,2013,5287292,8.78,46422423.76,-0.04
Hair,2024,5379049,17.74,95424329.26,-33.42
