Category,Year,Units sold,Avg Price USD,Dollar Sales UD,YOY % Change
Pet Care,2008,6872711,36.98,254152852.8,-42.64
Pet Care,2018,2126325,32.39,68871666.75,19.13
Pet Care,2009,3766173,20.58,77507840.34,27.68
Pet Care,2020,1456373,41.96,61109411.08,46.11
Pet Care,2001,3737245,5.65,21115434.25,-4.48
Pet Care,2000,5627771,79.68,448420793.3,19.12
Pet Care,2017,2836454,31.78,90142508.12,-1.32
Pet Care,2022,1088797,78.26,85209253.22,22.48
Pet Care,2010,5811843,51.24,297798835.3,-39.27
Pet Care,2009,3966838,37.37,148240736.1,34.62
Pet Care,2013,1460554,22.16,32365876.64,-12.79
Pet Care,2010,4236247,35.21,149158256.9,-31.92
Pet Care,2018,2567433,18.26,46881326.58,19.31
Pet Care,2002,283878,4.89,1388163.42,8.12
Pet Care,2004,3578018,22.39,80111823.02,-29.49
Pet Care,2016,4525344,58.2,263375020.8,26.53
Pet Care,2006,5116430,69.64,356308185.2,29.3
Pet Care,2014,1919848,42.34,81286364.32,30.87
Pet Care,2005,3231744,14.45,46698700.8,-8.5
Pet Care,2025,3141261,32.76,102907710.4,-31.34
Pet Care,2009,3114725,65.42,203765309.5,-4.09
Pet Care,2009,1691731,58.64,99203105.84,43.18
Pet Care,2012,2386460,40.41,96436848.6,-14.98
Pet Care,2013,6976217,5.74,40043485.58,-34.94
Pet Care,2004,4305192,40.83,175780989.4,-27.33
Pet Care,2014,4015182,70.88,284596100.2,-32.36
Pet Care,2006,4335322,38.38,166389658.4,-48.51
Pet Care,2025,907398,33.17,30098391.66,30.21
Pet Care,2014,4769160,10.07,48025441.2,-43.8
Pet Care,2001,4041985,37.09,149917223.7,23.16
Pet Care,2017,1946584,37.25,72510254,-34.08
Pet Care,2015,2107293,47.79,100707532.5,-32.93
Pet Care,2004,3077567,17.1,52626395.7,4.91
Pet Care,2005,4050732,7.85,31798246.2,-40.58
Pet Care,2014,3791844,49.16,186407051,12.99
Pet Care,2015,2280982,47.61,108597553,-17.18
Pet Care,2017,4653501,40.02,186233110,24.13
Pet Care,2003,3269155,74.63,243977037.7,23.61
Pet Care,2025,5978106,73.67,440407069,-23.35
Pet Care,2023,6297255,40.46,254786937.3,48.25
Pet Care,2020,5782874,42.59,246292603.7,34.57
Pet Care,2001,6301696,44.48,280299438.1,38.3
Pet Care,2021,5238178,39.13,204969905.1,-3.74
Pet Care,2019,4891812,10.14,49602973.68,38.85
Pet Care,2009,6878271,14.05,96639707.55,46.84
Pet Care,2025,6648327,67.05,445770325.4,-26.84
Pet Care,2018,5309099,55.38,294017902.6,16
Pet Care,2019,2483100,35.84,88994304,-7.25
Pet Care,2016,4320097,32.59,140791961.2,37.4
Pet Care,2025,3992982,7.88,31464698.16,34.11
Pet Care,2024,1866921,65.48,122245987.1,-45.67
Pet Care,2008,1908118,13.57,25893161.26,-8.53
Pet Care,2017,4835044,29.64,143310704.2,48.92
Pet Care,2002,5340309,52.88,282395539.9,3.44
Pet Care,2007,862898,6.38,5505289.24,-31.66
Pet Care,2023,3593520,48.18,173135793.6,-48.06
Pet Care,2013,5780775,43.19,249671672.3,23.48
Pet Care,2012,3235516,50.38,163005296.1,29
Pet Care,2003,2538004,68.19,173066492.8,36.91
Pet Care,2020,544765,75.82,41304082.3,18.95
Pet Care,2017,486901,36.36,17703720.36,22.21
Pet Care,2012,4501923,56.8,255709226.4,-42.26
Pet Care,2011,2529276,37.97,96036609.72,-32.97
Pet Care,2014,5901512,78.34,462324450.1,-1.3
Pet Care,2025,4909669,29.26,143656914.9,-43.31
Pet Care,2021,239943,60.37,14485358.91,30.69
Pet Care,2018,1862658,25.22,46976234.76,-30.62
Pet Care,2005,5344605,39.01,208493041.1,-4.46
Pet Care,2007,652579,53.48,34899924.92,-49.64
Pet Care,2017,1380302,16.44,22692164.88,-8.51
Pet Care,2022,1591062,7.27,11567020.74,10.12
Pet Care,2014,249225,8.9,2218102.5,3.2
Pet Care,2023,2615599,48.19,126045715.8,-37.6
Pet Care,2000,501639,31.62,15861825.18,48.82
Pet Care,2025,2483891,6.27,15573996.57,35.13
Pet Care,2022,618449,38.2,23624751.8,24.11
Pet Care,2010,1706569,11.89,20291105.41,8.67
Pet Care,2012,2405486,50.41,121260549.3,-30.35
Pet Care,2010,5916873,56.11,331995744,38.7
Pet Care,2002,1469730,53.55,78704041.5,-37.16
Pet Care,2005,4989864,79.63,397342870.3,46.56
Pet Care,2015,4031596,48.63,196056513.5,-14.06
Pet Care,2020,1189162,14.75,17540139.5,-35.89
Pet Care,2015,5506299,32.82,180716733.2,-20.58
Pet Care,2007,1156112,4.89,5653387.68,5.11
Pet Care,2024,2738922,41.66,114103490.5,20.1
Pet Care,2002,3430546,31.31,107410395.3,-26.82
Pet Care,2011,2178932,63.6,138580075.2,-14.44
Pet Care,2005,6999334,57.06,399381998,41.67
Pet Care,2005,6195014,31.05,192355184.7,-40.54
Pet Care,2001,1204842,17.39,20952202.38,3.19
Pet Care,2022,408454,79.39,32427163.06,-46.23
Pet Care,2020,3931979,41.5,163177128.5,-5.32
Pet Care,2002,5244539,3.29,17254533.31,22.86
Pet Care,2018,5746511,19.37,111309918.1,-36.69
Pet Care,2007,1542623,56.67,87420445.41,32.05
Pet Care,2025,2686865,8.01,21521788.65,16.42
Pet Care,2009,2851939,67.27,191849936.5,3.45
Pet Care,2012,6440654,36.83,237209286.8,-38.79
Pet Care,2003,4642128,23.44,108811480.3,42.55
Pet Care,2007,3363625,46.59,156711288.8,-45.04
Pet Care,2014,1164602,55.45,64577180.9,-27.64
Pet Care,2009,2247505,73.58,165371417.9,47.14
Pet Care,2022,6831174,32.23,220168738,36.97
Pet Care,2012,649059,48.69,31602682.71,7.28
Pet Care,2012,3569774,3.51,12529906.74,-29.96
Pet Care,2008,2452917,77.2,189365192.4,42.54
Pet Care,2009,3209201,50.58,162321386.6,-11.53
Pet Care,2011,2175706,28.92,62921417.52,-2.98
Pet Care,2009,3121712,69.13,215803950.6,24.96
Pet Care,2020,1631570,31.75,51802347.5,26.42
Pet Care,2024,189532,33.9,6425134.8,-8.68
Pet Care,2005,595396,37.67,22428567.32,-12.93
Pet Care,2024,6521012,56.86,370784742.3,35.36
Pet Care,2024,2048907,12.42,25447424.94,-46.96
Pet Care,2024,2477034,39.42,97644680.28,44.4
Pet Care,2015,1376020,40.1,55178402,36.7
Pet Care,2011,2575138,20.15,51889030.7,3.34
Pet Care,2000,3972915,54.73,217437638,-16.35
Pet Care,2008,4007659,7.58,30378055.22,16.81
Pet Care,2017,2790198,39.85,111189390.3,-20.16
Pet Care,2008,1686319,15.61,26323439.59,-19.32
Pet Care,2016,6882971,40.66,279861600.9,-49.35
Pet Care,2007,2235373,2.67,5968445.91,16.72
Pet Care,2007,5500008,28.25,155375226,-5.22
Pet Care,2016,5107037,7.74,39528466.38,-9.42
Pet Care,2004,5041500,26.28,132490620,43.07
Pet Care,2012,1309381,10.67,13971095.27,37.95
Pet Care,2003,6313715,49.83,314612418.5,-34.39
Pet Care,2024,6749075,10.75,72552556.25,25.9
Pet Care,2015,2652133,16.29,43203246.57,39.11
Pet Care,2025,3385722,53.42,180865269.2,8.48
Pet Care,2011,6996337,36.74,257045421.4,-45.87
Pet Care,2025,6903682,60.86,420158086.5,-2.74
Pet Care,2005,844439,2.87,2423539.93,-12.05
Pet Care,2009,4162497,74.39,309648151.8,-4.29
Pet Care,2011,4951120,72.49,358906688.8,-37.18
Pet Care,2018,1872686,67.89,127136652.5,15.5
Pet Care,2005,3043040,57.7,175583408,8.35
Pet Care,2016,6923944,21.38,148033922.7,-0.36
Pet Care,2003,2866211,38.2,109489260.2,-26.89
Pet Care,2013,3106071,10.89,33825113.19,-48.72
Pet Care,2021,2910936,8.94,26023767.84,-30.7
Pet Care,2001,3301346,7.57,24991189.22,-31.28
Pet Care,2004,3359991,11.86,39849493.26,4.48
Pet Care,2013,1664945,79.71,132712766,-25.53
Pet Care,2018,1871989,7.71,14433035.19,19.21
Pet Care,2025,3730314,2.48,9251178.72,32.98
Pet Care,2013,1079507,76.48,82560695.36,-18.26
Pet Care,2014,5098242,24.94,127150155.5,10.25
Pet Care,2008,6861508,76.66,526003203.3,7.81
Pet Care,2003,6961586,10.31,71773951.66,22.13
Pet Care,2013,4347144,15.77,68554460.88,-10.45
Pet Care,2017,3558305,5.27,18752267.35,5.66
Pet Care,2025,2741280,16.95,46464696,36.15
Pet Care,2006,2528570,15.71,39723834.7,-20.06
Pet Care,2015,266007,47.03,12510309.21,32.84
Pet Care,2006,3784047,59.35,224583189.5,-48.46
Pet Care,2004,468944,32.25,15123444,21.19
Pet Care,2025,3936745,18.73,73735233.85,16.11
Pet Care,2000,5374892,21.21,114001459.3,-18
Pet Care,2011,6142122,12.14,74565361.08,3.91
Pet Care,2019,3266820,18.67,60991529.4,-16.49
Pet Care,2001,1503102,8.6,12926677.2,43.44
Pet Care,2000,5038187,68.84,346828793.1,-19.47
Pet Care,2018,5494130,55.69,305968099.7,-36.95
Pet Care,2006,4163175,8.32,34637616,23.33
Pet Care,2005,1236904,56.72,70157194.88,-25.72
Pet Care,2004,5528762,65.31,361083446.2,-20.82
Pet Care,2001,4730991,66.54,314800141.1,31.45
Pet Care,2007,4073868,58.61,238769403.5,32.13
Pet Care,2003,1187643,62.65,74405833.95,36.22
Pet Care,2021,5513708,26.84,147987922.7,-35.49
Pet Care,2009,552067,63.3,34945841.1,11.4
Pet Care,2016,993906,59.01,58650393.06,-19.39
Pet Care,2011,4941519,33.53,165689132.1,17.42
Pet Care,2018,4365325,18.32,79972754,-16.02
Pet Care,2000,3084983,9.84,30356232.72,35.44
Pet Care,2001,6985703,33.19,231855482.6,-29.15
Pet Care,2004,3102122,64.38,199714614.4,13.66
Pet Care,2003,4037136,17.6,71053593.6,23.03
Pet Care,2007,833561,41.65,34717815.65,8.33
Pet Care,2009,1084061,19.65,21301798.65,-22.58
Pet Care,2002,5104253,7.76,39609003.28,26.99
Pet Care,2015,705067,2.66,1875478.22,-13.5
Pet Care,2015,5442997,42.5,231327372.5,5.99
Pet Care,2015,4359257,68.6,299045030.2,40.48
Pet Care,2007,4838769,68.56,331746002.6,-33.01
Pet Care,2007,5397854,43.96,237289661.8,12.11
Pet Care,2022,5305201,76.31,404839888.3,43.48
Pet Care,2019,6980307,46.22,322629789.5,20.41
Pet Care,2024,3288330,53.27,175169339.1,-40.45
Pet Care,2007,4049682,65.01,263269826.8,-25.51
Pet Care,2013,6615084,36.76,243170487.8,-9.83
Pet Care,2020,1087231,4.34,4718582.54,38.85
Pet Care,2014,2300949,5.92,13621618.08,35.95
Pet Care,2019,1402355,35.57,49881767.35,-46.28
Pet Care,2017,2206215,53.44,117900129.6,-5.67
Pet Care,2023,6923689,36.43,252229990.3,-25.31
Pet Care,2013,6339967,25.58,162176355.9,32.32
Pet Care,2021,5658901,12.76,72207576.76,-12.81
Pet Care,2024,4463525,54.53,243396018.3,-5.15
Pet Care,2020,5978333,6.19,37005881.27,20.93
Pet Care,2014,4596196,41.91,192626574.4,-48.83
Pet Care,2016,5171797,34.97,180857741.1,18.46
Pet Care,2011,3755294,5.6,21029646.4,-4.35
Pet Care,2009,4720916,65.63,309833717.1,2.31
Pet Care,2008,1564382,79.88,124962834.2,37.79
Pet Care,2006,5138947,66.02,339273280.9,24.6
Pet Care,2002,6997818,54.45,381031190.1,-2.3
Pet Care,2005,5647106,33.79,190815711.7,-30.03
Pet Care,2022,6288561,5.16,32448974.76,4.1
Pet Care,2006,3858485,44.91,173284561.4,-2.81
Pet Care,2004,3484280,67.9,236582612,43.66
Pet Care,2019,3611458,79.27,286280275.7,-37.29
Pet Care,2022,5886889,46.81,275565274.1,-24.22
Pet Care,2021,6751365,19.08,128816044.2,44.64
Pet Care,2023,2153157,28.42,61192721.94,-26.46
Pet Care,2014,4148898,20.86,86546012.28,38.57
Pet Care,2000,1701618,6.06,10311805.08,32.05
Pet Care,2012,5743383,63.07,362235165.8,-32.19
Pet Care,2005,1657708,54.19,89831196.52,42.4
Pet Care,2011,5480007,58.86,322553212,2.95
Pet Care,2005,4851105,42.66,206948139.3,18.09
Pet Care,2004,1785985,32.9,58758906.5,-2.75
Pet Care,2019,6879583,51.89,356981561.9,40.83
Pet Care,2012,842661,66.11,55708318.71,14.33
Pet Care,2012,3555100,21.15,75190365,33.57
Pet Care,2001,6629899,21.79,144465499.2,3.66
Pet Care,2011,2884415,77.27,222878747.1,29.31
Pet Care,2011,4295896,20.08,86261591.68,-0.26
Pet Care,2016,4612655,70.62,325745696.1,-27.46
Pet Care,2010,5949967,8.63,51348215.21,18.58
Pet Care,2009,2637356,9.48,25002134.88,23.04
Pet Care,2014,4167448,65.69,273759659.1,24.5
Pet Care,2015,3020348,32.66,98644565.68,-10.08
Pet Care,2023,1192418,36.07,43010517.26,-26.88
Pet Care,2020,6973385,39.78,277401255.3,19.79
Pet Care,2003,5529801,18.68,103296682.7,5.24
Pet Care,2013,6572047,27.82,182834347.5,-30.07
Pet Care,2021,2541123,66.86,169899483.8,-12.63
Pet Care,2025,2943347,24.17,71140696.99,-45.99
Pet Care,2017,27503,11.38,312984.14,-33.78
Pet Care,2000,5786835,39.62,229274402.7,40.76
Pet Care,2021,6665785,8.93,59525460.05,14.25
Pet Care,2018,6300221,66.54,419216705.3,-13.63
Pet Care,2011,1499187,63.85,95723089.95,17.98
Pet Care,2017,4544029,74.79,339847928.9,-13.07
Pet Care,2016,2001283,2.67,5343425.61,43.13
Pet Care,2000,6175876,45.43,280570046.7,-12.58
Pet Care,2014,743182,66.59,49488489.38,46.43
Pet Care,2002,5997197,40.65,243786058.1,-5.1
Pet Care,2010,1379024,47.23,65131303.52,16.65
Pet Care,2002,6449385,77.42,499311386.7,37.23
Pet Care,2007,5849549,2.52,14740863.48,-15.03
Pet Care,2016,3901524,22.16,86457771.84,17.14
Pet Care,2004,1505543,13.88,20896936.84,1.88
Pet Care,2006,876021,19.46,17047368.66,-19.49
Pet Care,2008,3930381,11.24,44177482.44,-19.96
Pet Care,2023,6208963,33.67,209055784.2,-22.76
Pet Care,2013,273129,73.12,19971192.48,41.02
Pet Care,2000,6533328,66.06,431591647.7,42.11
Pet Care,2003,6826821,45.84,312941474.6,-46.79
Pet Care,2004,1614589,57.32,92548241.48,16.08
Pet Care,2021,755384,32.88,24837025.92,21.01
Pet Care,2015,5517578,18.63,102792478.1,-26.6
Pet Care,2008,4433293,9.19,40741962.67,38.85
Pet Care,2013,4859483,34.96,169887525.7,-2.37
Pet Care,2000,5518433,69.2,381875563.6,19.68
Pet Care,2020,2123875,40.43,85868266.25,-12.18
Pet Care,2008,6551659,6.18,40489252.62,-23.85
Pet Care,2020,678916,4.11,2790344.76,-15.33
Pet Care,2017,4734584,16.5,78120636,29.63
Pet Care,2017,4903812,13.67,67035110.04,29.76
Pet Care,2001,4704291,60.57,284938905.9,21.88
Pet Care,2020,2416509,41.21,99584335.89,6.82
Pet Care,2015,2630886,9.3,24467239.8,-47.02
Pet Care,2009,5981286,5.12,30624184.32,-31.02
Pet Care,2004,6914975,69.48,480452463,-34.43
Pet Care,2007,4243072,43.02,182536957.4,20.08
Pet Care,2021,2655716,35.74,94915289.84,17.48
Pet Care,2023,4216968,63.69,268578691.9,0.92
Pet Care,2024,2209362,55.3,122177718.6,35.72
Pet Care,2008,2083536,2.05,4271248.8,-13.71
Pet Care,2022,503447,26.27,13225552.69,48.01
Pet Care,2019,1449262,67.48,97796199.76,-10.71
Pet Care,2013,4558169,40.98,186793765.6,-34.94
Pet Care,2019,2741960,37.98,104139640.8,18.23
Pet Care,2025,778884,68.44,53306820.96,21.85
Pet Care,2004,1043132,60.55,63161642.6,24.26
Pet Care,2009,3243562,65.78,213361508.4,21.25
Pet Care,2010,2958611,26.4,78107330.4,3.51
Pet Care,2024,554922,48.88,27124587.36,16.92
Pet Care,2019,6318377,29.56,186771224.1,35.82
Pet Care,2010,4358789,58.15,253463580.4,-4.06
Pet Care,2021,4925964,76.77,378166256.3,-44.81
Pet Care,2024,3495301,37.18,129955291.2,-31.1
Pet Care,2003,3944394,21.63,85317242.22,-14.54
Pet Care,2015,2238483,12.3,27533340.9,-0.03
Pet Care,2011,3089818,8.76,27066805.68,29.71
Pet Care,2016,767969,21.14,16234864.66,-7.67
Pet Care,2015,6393133,5.6,35801544.8,14.75
Pet Care,2020,6320478,72.88,460636436.6,16.85
Pet Care,2008,5499535,11.95,65719443.25,29.36
Pet Care,2014,1315401,44.58,58640576.58,-37.76
Pet Care,2022,4353578,68.64,298829593.9,35.78
Pet Care,2015,4000823,16.16,64653299.68,-48.28
Pet Care,2023,5142721,15.96,82077827.16,18.67
Pet Care,2025,3041872,22.82,69415519.04,16.9
Pet Care,2003,3667651,77.01,282445803.5,40.4
Pet Care,2004,2834302,9.17,25990549.34,30.13
Pet Care,2003,5347199,16.84,90046831.16,4.34
Pet Care,2008,5164745,20.35,105102560.8,-13.72
Pet Care,2016,52247,40.18,2099284.46,-25.92
Pet Care,2004,2672259,16.12,43076815.08,13.66
Pet Care,2022,260891,16.43,4286439.13,25.64
Pet Care,2010,1335452,67.41,90022819.32,-16.38
Pet Care,2017,2277108,74.15,168847558.2,9.16
Pet Care,2022,5468192,18.89,103294146.9,20.23
Pet Care,2019,1219978,77.09,94048104.02,41.11
Pet Care,2025,2341973,24.06,56347870.38,-6.08
Pet Care,2006,1698014,14.44,24519322.16,-7.31
Pet Care,2023,2073873,29.57,61324424.61,7.42
Pet Care,2006,4161044,59.15,246125752.6,-27.24
Pet Care,2022,355868,17.66,6284628.88,39.51
Pet Care,2005,858297,69.82,59926296.54,48.54
Pet Care,2005,5629405,58.44,328982428.2,-45.18
Pet Care,2007,4584245,69.52,318696712.4,9.47
Pet Care,2019,1345870,55.81,75113004.7,-35.72
Pet Care,2021,3956421,3.66,14480500.86,44.64
Pet Care,2018,6262009,40.04,250730840.4,16.42
Pet Care,2022,5456427,14.08,76826492.16,47.38
Pet Care,2001,1241218,37.27,46260194.86,-12.64
Pet Care,2020,585472,35.74,20924769.28,32.25
Pet Care,2021,6882506,65.38,449978242.3,11.48
Pet Care,2008,2277890,67.13,152914755.7,41.49
Pet Care,2006,1179409,15.83,18670044.47,-19.5
Pet Care,2004,2714289,57.25,155393045.3,10.87
Pet Care,2025,5507330,64.54,355443078.2,28.9
Pet Care,2003,4969989,24.8,123255727.2,11.02
Pet Care,2009,462241,10.18,4705613.38,7.64
Pet Care,2020,6610432,67.96,449244958.7,-4.73
Pet Care,2022,1157225,33.91,39241499.75,31.97
Pet Care,2005,766046,42.15,32288838.9,26.54
Pet Care,2016,65301,57.15,3731952.15,-46.18
Pet Care,2017,187142,30.55,5717188.1,-23.88
Pet Care,2025,506067,33.85,17130367.95,-22.22
Pet Care,2016,468488,9.42,4413156.96,-47.58
Pet Care,2005,2414945,54.18,130841720.1,-44.82
Pet Care,2020,4114283,2.51,10326850.33,48.42
Pet Care,2003,353790,48.42,17130511.8,48.22
Pet Care,2013,3861061,65.81,254096424.4,-38.51
Pet Care,2011,344981,44.2,15248160.2,41.15
Pet Care,2002,2434380,38.77,94380912.6,-27.94
Pet Care,2014,6763604,38.91,263171831.6,-3.35
Pet Care,2019,2146000,75.62,162280520,26.13
Pet Care,2019,2373197,29.01,68846444.97,42.57
Pet Care,2014,3728170,2.16,8052847.2,36.01
Pet Care,2014,6964810,47.12,328181847.2,-11.31
Pet Care,2025,5994552,8.95,53651240.4,-45.43
Pet Care,2023,5784084,57.73,333915169.3,45.59
Pet Care,2014,3066206,37.21,114093525.3,-8.64
Pet Care,2000,5691216,49.11,279495617.8,25.41
Pet Care,2012,3979270,22.83,90846734.1,22.02
Pet Care,2020,4136456,43.87,181466324.7,-27.81
Pet Care,2018,5299657,61.38,325292946.7,5.35
Pet Care,2003,5267797,21.51,113310313.5,11.04
Pet Care,2019,4279888,64.49,276009977.1,1.34
Pet Care,2003,6581914,70.4,463366745.6,-42.62
Pet Care,2021,5281528,22.43,118464673,-42.45
Pet Care,2016,4792873,3.18,15241336.14,-25.26
Pet Care,2019,6177425,76.17,470534462.3,18.97
Pet Care,2019,6634323,47.16,312874672.7,-43.08
Pet Care,2007,340296,20.52,6982873.92,-33.14
Pet Care,2018,4598664,36.35,167161436.4,-6.39
Pet Care,2008,5872242,41.89,245988217.4,-9.19
Pet Care,2011,2103345,78.37,164839147.7,34.34
Pet Care,2001,1292803,70.89,91646804.67,-42.88
Pet Care,2011,2569066,33.97,87271172.02,-5.92
Pet Care,2008,1123521,78.78,88510984.38,4.09
Pet Care,2023,2519524,42.99,108314336.8,42.53
Pet Care,2011,1100744,73.58,80992743.52,-3.15
Pet Care,2016,6181642,27.12,167646131,27.03
Pet Care,2014,2625297,69.93,183587019.2,45.21
Pet Care,2024,511048,68.3,34904578.4,20.96
Pet Care,2019,1454457,8.32,12101082.24,25.84
Pet Care,2009,3249623,72.34,235077727.8,-9.27
Pet Care,2011,3763518,77.33,291032846.9,-0.51
Pet Care,2006,2206399,41.88,92403990.12,45.97
Pet Care,2011,4293298,12.82,55040080.36,30.98
Pet Care,2022,4791754,41.09,196893171.9,-35.6
Pet Care,2018,6040524,40.34,243674738.2,-4.09
Pet Care,2000,6324628,23.97,151601333.2,32.12
Pet Care,2012,479632,26.26,12595136.32,-6.35
Pet Care,2013,4112369,27.92,114817342.5,29.37
Pet Care,2017,23683,20.53,486211.99,12.16
Pet Care,2007,1796497,26.89,48307804.33,5.04
Pet Care,2024,6289338,14.93,93899816.34,12.77
Pet Care,2024,1768734,42.91,75896375.94,-40.1
Pet Care,2000,5541193,61.85,342722787.1,-7.48
Pet Care,2012,4117422,14.08,57973301.76,-3.39
Pet Care,2003,4715321,43.6,205587995.6,16.62
Pet Care,2025,6870326,14.54,99894540.04,0.26
Pet Care,2008,5020573,66.92,335976745.2,-0.78
Pet Care,2023,1323699,25.61,33899931.39,41.66
Pet Care,2025,3790969,45.92,174081296.5,-21.39
Pet Care,2013,3081105,46.6,143579493,29.4
Pet Care,2022,6306281,14.81,93396021.61,43.24
Pet Care,2013,1907691,8.34,15910142.94,-37.29
Pet Care,2019,5931144,70.05,415476637.2,34.18
Pet Care,2023,1995039,65.39,130455600.2,29.61
Pet Care,2011,2877250,68.29,196487402.5,19.11
Pet Care,2017,3771826,25.6,96558745.6,-11.36
Pet Care,2014,2767916,27.74,76781989.84,-13.05
Pet Care,2004,605210,75.97,45977803.7,-26.93
Pet Care,2008,3169759,8.85,28052367.15,29.59
Pet Care,2012,2244845,12.38,27791181.1,36.34
Pet Care,2012,4603690,2.31,10634523.9,21.14
Pet Care,2005,3770436,79.39,299334914,-28.03
Pet Care,2011,1812060,12.5,22650750,15.29
Pet Care,2016,4351872,71.08,309331061.8,25.58
Pet Care,2006,629183,23.57,14829843.31,-16.44
Pet Care,2004,6436041,18.03,116041819.2,4.23
Pet Care,2018,2650167,33.12,87773531.04,36.12
Pet Care,2018,1677630,47.63,79905516.9,-47.79
Pet Care,2001,2433564,15.69,38182619.16,-35.06
Pet Care,2009,5216518,24.19,126187570.4,39.73
Pet Care,2025,4837568,10.79,52197358.72,-40.44
Pet Care,2009,4017888,57.35,230425876.8,-17.6
Pet Care,2006,3689001,23.4,86322623.4,-24.4
Pet Care,2019,5814963,19.64,114205873.3,-33.07
Pet Care,2024,2024034,49.38,99946798.92,-20.2
Pet Care,2013,6214326,41.75,259448110.5,20.69
Pet Care,2014,1963277,34.3,67340401.1,-17.56
Pet Care,2020,492361,19.81,9753671.41,-13.29
Pet Care,2022,4254306,22.3,94871023.8,-4.09
Pet Care,2011,1484779,68.47,101662818.1,34.87
Pet Care,2022,4704620,29.37,138174689.4,-34.85
Pet Care,2024,6325660,34.05,215388723,0.11
Pet Care,2010,5083094,69.2,351750104.8,6.48
Pet Care,2001,93091,9.23,859229.93,4.93
Pet Care,2022,3438834,10.74,36933077.16,-0.83
Pet Care,2009,3181300,15.55,49469215,28.31
Pet Care,2004,4995137,21.06,105197585.2,-33.6
Pet Care,2003,458589,70.81,32472687.09,-47.96
Pet Care,2015,4603293,7.85,36135850.05,6.11
Pet Care,2013,610414,57.6,35159846.4,13.99
Pet Care,2010,5542939,62.1,344216511.9,5.88
Pet Care,2008,723058,73.76,53332758.08,35.43
Pet Care,2008,985014,43.34,42690506.76,37.14
Pet Care,2016,1787645,58.28,104183950.6,-12.35
Pet Care,2004,3790713,59.58,225850680.5,10.89
Pet Care,2005,1204159,39.06,47034450.54,-43.86
Pet Care,2023,1193738,23.03,27491786.14,39.41
Pet Care,2005,6233277,17.4,108459019.8,35.9
Pet Care,2013,4481069,77.86,348896032.3,-19.91
Pet Care,2020,5717448,21.97,125612332.6,18.62
Pet Care,2010,2313767,34,78668078,4.79
Pet Care,2001,2615437,19.2,50216390.4,-26.07
Pet Care,2024,4285803,69.84,299320481.5,-32.89
Pet Care,2002,5434477,31.48,171077336,-22.87
Pet Care,2013,5912554,21.66,128065919.6,-7.01
Pet Care,2013,5731924,66.85,383179119.4,27.5
Pet Care,2016,5038267,54.29,273527515.4,15.17
Pet Care,2007,6656819,45.71,304283196.5,-15.75
